# Emoji Position Mapping
# Format: emoji_name|position_index|sanitized_name
grinning_face|0|grinning_face
grinning_face_with_big_eyes|1|grinning_face_with_big_eyes
grinning_face_with_smiling_eyes|2|grinning_face_with_smiling_eyes
beaming_face_with_smiling_eyes|3|beaming_face_with_smiling_eyes
grinning_squinting_face|4|grinning_squinting_face
grinning_face_with_sweat|5|grinning_face_with_sweat
rolling_on_the_floor_laughing|6|rolling_on_the_floor_laughing
face_with_tears_of_joy|7|face_with_tears_of_joy
slightly_smiling_face|8|slightly_smiling_face
upside-down_face|9|upside-down_face
melting_face|10|melting_face
winking_face|11|winking_face
smiling_face_with_smiling_eyes|12|smiling_face_with_smiling_eyes
smiling_face_with_halo|13|smiling_face_with_halo
smiling_face_with_hearts|14|smiling_face_with_hearts
smiling_face_with_heart-eyes|15|smiling_face_with_heart-eyes
star-struck|16|star-struck
face_blowing_a_kiss|17|face_blowing_a_kiss
kissing_face|18|kissing_face
smiling_face|19|smiling_face
kissing_face_with_closed_eyes|20|kissing_face_with_closed_eyes
kissing_face_with_smiling_eyes|21|kissing_face_with_smiling_eyes
smiling_face_with_tear|22|smiling_face_with_tear
face_savoring_food|23|face_savoring_food
face_with_tongue|24|face_with_tongue
winking_face_with_tongue|25|winking_face_with_tongue
zany_face|26|zany_face
squinting_face_with_tongue|27|squinting_face_with_tongue
money-mouth_face|28|money-mouth_face
smiling_face_with_open_hands|29|smiling_face_with_open_hands
face_with_hand_over_mouth|30|face_with_hand_over_mouth
face_with_open_eyes_and_hand_over_mouth|31|face_with_open_eyes_and_hand_over_mouth
face_with_peeking_eye|32|face_with_peeking_eye
shushing_face|33|shushing_face
thinking_face|34|thinking_face
saluting_face|35|saluting_face
zipper-mouth_face|36|zipper-mouth_face
face_with_raised_eyebrow|37|face_with_raised_eyebrow
neutral_face|38|neutral_face
expressionless_face|39|expressionless_face
face_without_mouth|40|face_without_mouth
dotted_line_face|41|dotted_line_face
face_in_clouds|42|face_in_clouds
smirking_face|43|smirking_face
unamused_face|44|unamused_face
face_with_rolling_eyes|45|face_with_rolling_eyes
grimacing_face|46|grimacing_face
face_exhaling|47|face_exhaling
lying_face|48|lying_face
relieved_face|49|relieved_face
pensive_face|50|pensive_face
sleepy_face|51|sleepy_face
drooling_face|52|drooling_face
sleeping_face|53|sleeping_face
face_with_medical_mask|54|face_with_medical_mask
face_with_thermometer|55|face_with_thermometer
face_with_head-bandage|56|face_with_head-bandage
nauseated_face|57|nauseated_face
face_vomiting|58|face_vomiting
sneezing_face|59|sneezing_face
hot_face|60|hot_face
cold_face|61|cold_face
woozy_face|62|woozy_face
face_with_crossed-out_eyes|63|face_with_crossed-out_eyes
face_with_spiral_eyes|64|face_with_spiral_eyes
exploding_head|65|exploding_head
cowboy_hat_face|66|cowboy_hat_face
partying_face|67|partying_face
disguised_face|68|disguised_face
smiling_face_with_sunglasses|69|smiling_face_with_sunglasses
nerd_face|70|nerd_face
face_with_monocle|71|face_with_monocle
confused_face|72|confused_face
face_with_diagonal_mouth|73|face_with_diagonal_mouth
worried_face|74|worried_face
slightly_frowning_face|75|slightly_frowning_face
frowning_face|76|frowning_face
face_with_open_mouth|77|face_with_open_mouth
hushed_face|78|hushed_face
astonished_face|79|astonished_face
flushed_face|80|flushed_face
pleading_face|81|pleading_face
face_holding_back_tears|82|face_holding_back_tears
frowning_face_with_open_mouth|83|frowning_face_with_open_mouth
anguished_face|84|anguished_face
fearful_face|85|fearful_face
anxious_face_with_sweat|86|anxious_face_with_sweat
sad_but_relieved_face|87|sad_but_relieved_face
crying_face|88|crying_face
loudly_crying_face|89|loudly_crying_face
face_screaming_in_fear|90|face_screaming_in_fear
confounded_face|91|confounded_face
persevering_face|92|persevering_face
disappointed_face|93|disappointed_face
downcast_face_with_sweat|94|downcast_face_with_sweat
weary_face|95|weary_face
tired_face|96|tired_face
yawning_face|97|yawning_face
face_with_steam_from_nose|98|face_with_steam_from_nose
pouting_face|99|pouting_face
angry_face|100|angry_face
face_with_symbols_on_mouth|101|face_with_symbols_on_mouth
smiling_face_with_horns|102|smiling_face_with_horns
angry_face_with_horns|103|angry_face_with_horns
skull|104|skull
skull_and_crossbones|105|skull_and_crossbones
pile_of_poo|106|pile_of_poo
clown_face|107|clown_face
ogre|108|ogre
goblin|109|goblin
ghost|110|ghost
alien|111|alien
alien_monster|112|alien_monster
robot|113|robot
grinning_cat|114|grinning_cat
grinning_cat_with_smiling_eyes|115|grinning_cat_with_smiling_eyes
cat_with_tears_of_joy|116|cat_with_tears_of_joy
smiling_cat_with_heart-eyes|117|smiling_cat_with_heart-eyes
cat_with_wry_smile|118|cat_with_wry_smile
kissing_cat|119|kissing_cat
weary_cat|120|weary_cat
crying_cat|121|crying_cat
pouting_cat|122|pouting_cat
see-no-evil_monkey|123|see-no-evil_monkey
hear-no-evil_monkey|124|hear-no-evil_monkey
speak-no-evil_monkey|125|speak-no-evil_monkey
kiss_mark|126|kiss_mark
love_letter|127|love_letter
heart_with_arrow|128|heart_with_arrow
heart_with_ribbon|129|heart_with_ribbon
sparkling_heart|130|sparkling_heart
growing_heart|131|growing_heart
beating_heart|132|beating_heart
revolving_hearts|133|revolving_hearts
two_hearts|134|two_hearts
heart_decoration|135|heart_decoration
heart_exclamation|136|heart_exclamation
broken_heart|137|broken_heart
heart_on_fire|138|heart_on_fire
mending_heart|139|mending_heart
red_heart|140|red_heart
orange_heart|141|orange_heart
yellow_heart|142|yellow_heart
green_heart|143|green_heart
blue_heart|144|blue_heart
purple_heart|145|purple_heart
brown_heart|146|brown_heart
black_heart|147|black_heart
white_heart|148|white_heart
hundred_points|149|hundred_points
anger_symbol|150|anger_symbol
collision|151|collision
dizzy|152|dizzy
sweat_droplets|153|sweat_droplets
dashing_away|154|dashing_away
hole|155|hole
bomb|156|bomb
speech_balloon|157|speech_balloon
eye_in_speech_bubble|158|eye_in_speech_bubble
left_speech_bubble|159|left_speech_bubble
right_anger_bubble|160|right_anger_bubble
thought_balloon|161|thought_balloon
zzz|162|zzz
waving_hand|163|waving_hand
waving_hand__light_skin_tone|164|waving_hand__light_skin_tone
waving_hand__medium-light_skin_tone|165|waving_hand__medium-light_skin_tone
waving_hand__medium_skin_tone|166|waving_hand__medium_skin_tone
waving_hand__medium-dark_skin_tone|167|waving_hand__medium-dark_skin_tone
waving_hand__dark_skin_tone|168|waving_hand__dark_skin_tone
raised_back_of_hand|169|raised_back_of_hand
raised_back_of_hand__light_skin_tone|170|raised_back_of_hand__light_skin_tone
raised_back_of_hand__medium-light_skin_tone|171|raised_back_of_hand__medium-light_skin_tone
raised_back_of_hand__medium_skin_tone|172|raised_back_of_hand__medium_skin_tone
raised_back_of_hand__medium-dark_skin_tone|173|raised_back_of_hand__medium-dark_skin_tone
raised_back_of_hand__dark_skin_tone|174|raised_back_of_hand__dark_skin_tone
hand_with_fingers_splayed|175|hand_with_fingers_splayed
hand_with_fingers_splayed__light_skin_tone|176|hand_with_fingers_splayed__light_skin_tone
hand_with_fingers_splayed__medium-light_skin_tone|177|hand_with_fingers_splayed__medium-light_skin_tone
hand_with_fingers_splayed__medium_skin_tone|178|hand_with_fingers_splayed__medium_skin_tone
hand_with_fingers_splayed__medium-dark_skin_tone|179|hand_with_fingers_splayed__medium-dark_skin_tone
hand_with_fingers_splayed__dark_skin_tone|180|hand_with_fingers_splayed__dark_skin_tone
raised_hand|181|raised_hand
raised_hand__light_skin_tone|182|raised_hand__light_skin_tone
raised_hand__medium-light_skin_tone|183|raised_hand__medium-light_skin_tone
raised_hand__medium_skin_tone|184|raised_hand__medium_skin_tone
raised_hand__medium-dark_skin_tone|185|raised_hand__medium-dark_skin_tone
raised_hand__dark_skin_tone|186|raised_hand__dark_skin_tone
vulcan_salute|187|vulcan_salute
vulcan_salute__light_skin_tone|188|vulcan_salute__light_skin_tone
vulcan_salute__medium-light_skin_tone|189|vulcan_salute__medium-light_skin_tone
vulcan_salute__medium_skin_tone|190|vulcan_salute__medium_skin_tone
vulcan_salute__medium-dark_skin_tone|191|vulcan_salute__medium-dark_skin_tone
vulcan_salute__dark_skin_tone|192|vulcan_salute__dark_skin_tone
rightwards_hand|193|rightwards_hand
rightwards_hand__light_skin_tone|194|rightwards_hand__light_skin_tone
rightwards_hand__medium-light_skin_tone|195|rightwards_hand__medium-light_skin_tone
rightwards_hand__medium_skin_tone|196|rightwards_hand__medium_skin_tone
rightwards_hand__medium-dark_skin_tone|197|rightwards_hand__medium-dark_skin_tone
rightwards_hand__dark_skin_tone|198|rightwards_hand__dark_skin_tone
leftwards_hand|199|leftwards_hand
leftwards_hand__light_skin_tone|200|leftwards_hand__light_skin_tone
leftwards_hand__medium-light_skin_tone|201|leftwards_hand__medium-light_skin_tone
leftwards_hand__medium_skin_tone|202|leftwards_hand__medium_skin_tone
leftwards_hand__medium-dark_skin_tone|203|leftwards_hand__medium-dark_skin_tone
leftwards_hand__dark_skin_tone|204|leftwards_hand__dark_skin_tone
palm_down_hand|205|palm_down_hand
palm_down_hand__light_skin_tone|206|palm_down_hand__light_skin_tone
palm_down_hand__medium-light_skin_tone|207|palm_down_hand__medium-light_skin_tone
palm_down_hand__medium_skin_tone|208|palm_down_hand__medium_skin_tone
palm_down_hand__medium-dark_skin_tone|209|palm_down_hand__medium-dark_skin_tone
palm_down_hand__dark_skin_tone|210|palm_down_hand__dark_skin_tone
palm_up_hand|211|palm_up_hand
palm_up_hand__light_skin_tone|212|palm_up_hand__light_skin_tone
palm_up_hand__medium-light_skin_tone|213|palm_up_hand__medium-light_skin_tone
palm_up_hand__medium_skin_tone|214|palm_up_hand__medium_skin_tone
palm_up_hand__medium-dark_skin_tone|215|palm_up_hand__medium-dark_skin_tone
palm_up_hand__dark_skin_tone|216|palm_up_hand__dark_skin_tone
OK_hand|217|OK_hand
OK_hand__light_skin_tone|218|OK_hand__light_skin_tone
OK_hand__medium-light_skin_tone|219|OK_hand__medium-light_skin_tone
OK_hand__medium_skin_tone|220|OK_hand__medium_skin_tone
OK_hand__medium-dark_skin_tone|221|OK_hand__medium-dark_skin_tone
OK_hand__dark_skin_tone|222|OK_hand__dark_skin_tone
pinched_fingers|223|pinched_fingers
pinched_fingers__light_skin_tone|224|pinched_fingers__light_skin_tone
pinched_fingers__medium-light_skin_tone|225|pinched_fingers__medium-light_skin_tone
pinched_fingers__medium_skin_tone|226|pinched_fingers__medium_skin_tone
pinched_fingers__medium-dark_skin_tone|227|pinched_fingers__medium-dark_skin_tone
pinched_fingers__dark_skin_tone|228|pinched_fingers__dark_skin_tone
pinching_hand|229|pinching_hand
pinching_hand__light_skin_tone|230|pinching_hand__light_skin_tone
pinching_hand__medium-light_skin_tone|231|pinching_hand__medium-light_skin_tone
pinching_hand__medium_skin_tone|232|pinching_hand__medium_skin_tone
pinching_hand__medium-dark_skin_tone|233|pinching_hand__medium-dark_skin_tone
pinching_hand__dark_skin_tone|234|pinching_hand__dark_skin_tone
victory_hand|235|victory_hand
victory_hand__light_skin_tone|236|victory_hand__light_skin_tone
victory_hand__medium-light_skin_tone|237|victory_hand__medium-light_skin_tone
victory_hand__medium_skin_tone|238|victory_hand__medium_skin_tone
victory_hand__medium-dark_skin_tone|239|victory_hand__medium-dark_skin_tone
victory_hand__dark_skin_tone|240|victory_hand__dark_skin_tone
crossed_fingers|241|crossed_fingers
crossed_fingers__light_skin_tone|242|crossed_fingers__light_skin_tone
crossed_fingers__medium-light_skin_tone|243|crossed_fingers__medium-light_skin_tone
crossed_fingers__medium_skin_tone|244|crossed_fingers__medium_skin_tone
crossed_fingers__medium-dark_skin_tone|245|crossed_fingers__medium-dark_skin_tone
crossed_fingers__dark_skin_tone|246|crossed_fingers__dark_skin_tone
hand_with_index_finger_and_thumb_crossed|247|hand_with_index_finger_and_thumb_crossed
hand_with_index_finger_and_thumb_crossed__light_skin_tone|248|hand_with_index_finger_and_thumb_crossed__light_skin_tone
hand_with_index_finger_and_thumb_crossed__medium-light_skin_tone|249|hand_with_index_finger_and_thumb_crossed__medium-light_skin_tone
hand_with_index_finger_and_thumb_crossed__medium_skin_tone|250|hand_with_index_finger_and_thumb_crossed__medium_skin_tone
hand_with_index_finger_and_thumb_crossed__medium-dark_skin_tone|251|hand_with_index_finger_and_thumb_crossed__medium-dark_skin_tone
hand_with_index_finger_and_thumb_crossed__dark_skin_tone|252|hand_with_index_finger_and_thumb_crossed__dark_skin_tone
love-you_gesture|253|love-you_gesture
love-you_gesture__light_skin_tone|254|love-you_gesture__light_skin_tone
love-you_gesture__medium-light_skin_tone|255|love-you_gesture__medium-light_skin_tone
love-you_gesture__medium_skin_tone|256|love-you_gesture__medium_skin_tone
love-you_gesture__medium-dark_skin_tone|257|love-you_gesture__medium-dark_skin_tone
love-you_gesture__dark_skin_tone|258|love-you_gesture__dark_skin_tone
sign_of_the_horns|259|sign_of_the_horns
sign_of_the_horns__light_skin_tone|260|sign_of_the_horns__light_skin_tone
sign_of_the_horns__medium-light_skin_tone|261|sign_of_the_horns__medium-light_skin_tone
sign_of_the_horns__medium_skin_tone|262|sign_of_the_horns__medium_skin_tone
sign_of_the_horns__medium-dark_skin_tone|263|sign_of_the_horns__medium-dark_skin_tone
sign_of_the_horns__dark_skin_tone|264|sign_of_the_horns__dark_skin_tone
call_me_hand|265|call_me_hand
call_me_hand__light_skin_tone|266|call_me_hand__light_skin_tone
call_me_hand__medium-light_skin_tone|267|call_me_hand__medium-light_skin_tone
call_me_hand__medium_skin_tone|268|call_me_hand__medium_skin_tone
call_me_hand__medium-dark_skin_tone|269|call_me_hand__medium-dark_skin_tone
call_me_hand__dark_skin_tone|270|call_me_hand__dark_skin_tone
backhand_index_pointing_left|271|backhand_index_pointing_left
backhand_index_pointing_left__light_skin_tone|272|backhand_index_pointing_left__light_skin_tone
backhand_index_pointing_left__medium-light_skin_tone|273|backhand_index_pointing_left__medium-light_skin_tone
backhand_index_pointing_left__medium_skin_tone|274|backhand_index_pointing_left__medium_skin_tone
backhand_index_pointing_left__medium-dark_skin_tone|275|backhand_index_pointing_left__medium-dark_skin_tone
backhand_index_pointing_left__dark_skin_tone|276|backhand_index_pointing_left__dark_skin_tone
backhand_index_pointing_right|277|backhand_index_pointing_right
backhand_index_pointing_right__light_skin_tone|278|backhand_index_pointing_right__light_skin_tone
backhand_index_pointing_right__medium-light_skin_tone|279|backhand_index_pointing_right__medium-light_skin_tone
backhand_index_pointing_right__medium_skin_tone|280|backhand_index_pointing_right__medium_skin_tone
backhand_index_pointing_right__medium-dark_skin_tone|281|backhand_index_pointing_right__medium-dark_skin_tone
backhand_index_pointing_right__dark_skin_tone|282|backhand_index_pointing_right__dark_skin_tone
backhand_index_pointing_up|283|backhand_index_pointing_up
backhand_index_pointing_up__light_skin_tone|284|backhand_index_pointing_up__light_skin_tone
backhand_index_pointing_up__medium-light_skin_tone|285|backhand_index_pointing_up__medium-light_skin_tone
backhand_index_pointing_up__medium_skin_tone|286|backhand_index_pointing_up__medium_skin_tone
backhand_index_pointing_up__medium-dark_skin_tone|287|backhand_index_pointing_up__medium-dark_skin_tone
backhand_index_pointing_up__dark_skin_tone|288|backhand_index_pointing_up__dark_skin_tone
middle_finger|289|middle_finger
middle_finger__light_skin_tone|290|middle_finger__light_skin_tone
middle_finger__medium-light_skin_tone|291|middle_finger__medium-light_skin_tone
middle_finger__medium_skin_tone|292|middle_finger__medium_skin_tone
middle_finger__medium-dark_skin_tone|293|middle_finger__medium-dark_skin_tone
middle_finger__dark_skin_tone|294|middle_finger__dark_skin_tone
backhand_index_pointing_down|295|backhand_index_pointing_down
backhand_index_pointing_down__light_skin_tone|296|backhand_index_pointing_down__light_skin_tone
backhand_index_pointing_down__medium-light_skin_tone|297|backhand_index_pointing_down__medium-light_skin_tone
backhand_index_pointing_down__medium_skin_tone|298|backhand_index_pointing_down__medium_skin_tone
backhand_index_pointing_down__medium-dark_skin_tone|299|backhand_index_pointing_down__medium-dark_skin_tone
backhand_index_pointing_down__dark_skin_tone|300|backhand_index_pointing_down__dark_skin_tone
index_pointing_up|301|index_pointing_up
index_pointing_up__light_skin_tone|302|index_pointing_up__light_skin_tone
index_pointing_up__medium-light_skin_tone|303|index_pointing_up__medium-light_skin_tone
index_pointing_up__medium_skin_tone|304|index_pointing_up__medium_skin_tone
index_pointing_up__medium-dark_skin_tone|305|index_pointing_up__medium-dark_skin_tone
index_pointing_up__dark_skin_tone|306|index_pointing_up__dark_skin_tone
index_pointing_at_the_viewer|307|index_pointing_at_the_viewer
index_pointing_at_the_viewer__light_skin_tone|308|index_pointing_at_the_viewer__light_skin_tone
index_pointing_at_the_viewer__medium-light_skin_tone|309|index_pointing_at_the_viewer__medium-light_skin_tone
index_pointing_at_the_viewer__medium_skin_tone|310|index_pointing_at_the_viewer__medium_skin_tone
index_pointing_at_the_viewer__medium-dark_skin_tone|311|index_pointing_at_the_viewer__medium-dark_skin_tone
index_pointing_at_the_viewer__dark_skin_tone|312|index_pointing_at_the_viewer__dark_skin_tone
thumbs_up|313|thumbs_up
thumbs_up__light_skin_tone|314|thumbs_up__light_skin_tone
thumbs_up__medium-light_skin_tone|315|thumbs_up__medium-light_skin_tone
thumbs_up__medium_skin_tone|316|thumbs_up__medium_skin_tone
thumbs_up__medium-dark_skin_tone|317|thumbs_up__medium-dark_skin_tone
thumbs_up__dark_skin_tone|318|thumbs_up__dark_skin_tone
thumbs_down|319|thumbs_down
thumbs_down__light_skin_tone|320|thumbs_down__light_skin_tone
thumbs_down__medium-light_skin_tone|321|thumbs_down__medium-light_skin_tone
thumbs_down__medium_skin_tone|322|thumbs_down__medium_skin_tone
thumbs_down__medium-dark_skin_tone|323|thumbs_down__medium-dark_skin_tone
thumbs_down__dark_skin_tone|324|thumbs_down__dark_skin_tone
raised_fist|325|raised_fist
raised_fist__light_skin_tone|326|raised_fist__light_skin_tone
raised_fist__medium-light_skin_tone|327|raised_fist__medium-light_skin_tone
raised_fist__medium_skin_tone|328|raised_fist__medium_skin_tone
raised_fist__medium-dark_skin_tone|329|raised_fist__medium-dark_skin_tone
raised_fist__dark_skin_tone|330|raised_fist__dark_skin_tone
oncoming_fist|331|oncoming_fist
oncoming_fist__light_skin_tone|332|oncoming_fist__light_skin_tone
oncoming_fist__medium-light_skin_tone|333|oncoming_fist__medium-light_skin_tone
oncoming_fist__medium_skin_tone|334|oncoming_fist__medium_skin_tone
oncoming_fist__medium-dark_skin_tone|335|oncoming_fist__medium-dark_skin_tone
oncoming_fist__dark_skin_tone|336|oncoming_fist__dark_skin_tone
left-facing_fist|337|left-facing_fist
left-facing_fist__light_skin_tone|338|left-facing_fist__light_skin_tone
left-facing_fist__medium-light_skin_tone|339|left-facing_fist__medium-light_skin_tone
left-facing_fist__medium_skin_tone|340|left-facing_fist__medium_skin_tone
left-facing_fist__medium-dark_skin_tone|341|left-facing_fist__medium-dark_skin_tone
left-facing_fist__dark_skin_tone|342|left-facing_fist__dark_skin_tone
right-facing_fist|343|right-facing_fist
right-facing_fist__light_skin_tone|344|right-facing_fist__light_skin_tone
right-facing_fist__medium-light_skin_tone|345|right-facing_fist__medium-light_skin_tone
right-facing_fist__medium_skin_tone|346|right-facing_fist__medium_skin_tone
right-facing_fist__medium-dark_skin_tone|347|right-facing_fist__medium-dark_skin_tone
right-facing_fist__dark_skin_tone|348|right-facing_fist__dark_skin_tone
clapping_hands|349|clapping_hands
clapping_hands__light_skin_tone|350|clapping_hands__light_skin_tone
clapping_hands__medium-light_skin_tone|351|clapping_hands__medium-light_skin_tone
clapping_hands__medium_skin_tone|352|clapping_hands__medium_skin_tone
clapping_hands__medium-dark_skin_tone|353|clapping_hands__medium-dark_skin_tone
clapping_hands__dark_skin_tone|354|clapping_hands__dark_skin_tone
raising_hands|355|raising_hands
raising_hands__light_skin_tone|356|raising_hands__light_skin_tone
raising_hands__medium-light_skin_tone|357|raising_hands__medium-light_skin_tone
raising_hands__medium_skin_tone|358|raising_hands__medium_skin_tone
raising_hands__medium-dark_skin_tone|359|raising_hands__medium-dark_skin_tone
raising_hands__dark_skin_tone|360|raising_hands__dark_skin_tone
heart_hands|361|heart_hands
heart_hands__light_skin_tone|362|heart_hands__light_skin_tone
heart_hands__medium-light_skin_tone|363|heart_hands__medium-light_skin_tone
heart_hands__medium_skin_tone|364|heart_hands__medium_skin_tone
heart_hands__medium-dark_skin_tone|365|heart_hands__medium-dark_skin_tone
heart_hands__dark_skin_tone|366|heart_hands__dark_skin_tone
open_hands|367|open_hands
open_hands__light_skin_tone|368|open_hands__light_skin_tone
open_hands__medium-light_skin_tone|369|open_hands__medium-light_skin_tone
open_hands__medium_skin_tone|370|open_hands__medium_skin_tone
open_hands__medium-dark_skin_tone|371|open_hands__medium-dark_skin_tone
open_hands__dark_skin_tone|372|open_hands__dark_skin_tone
palms_up_together|373|palms_up_together
palms_up_together__light_skin_tone|374|palms_up_together__light_skin_tone
palms_up_together__medium-light_skin_tone|375|palms_up_together__medium-light_skin_tone
palms_up_together__medium_skin_tone|376|palms_up_together__medium_skin_tone
palms_up_together__medium-dark_skin_tone|377|palms_up_together__medium-dark_skin_tone
palms_up_together__dark_skin_tone|378|palms_up_together__dark_skin_tone
handshake|379|handshake
handshake__light_skin_tone|380|handshake__light_skin_tone
handshake__medium-light_skin_tone|381|handshake__medium-light_skin_tone
handshake__medium_skin_tone|382|handshake__medium_skin_tone
handshake__medium-dark_skin_tone|383|handshake__medium-dark_skin_tone
handshake__dark_skin_tone|384|handshake__dark_skin_tone
handshake__light_skin_tone__medium-light_skin_tone|385|handshake__light_skin_tone__medium-light_skin_tone
handshake__light_skin_tone__medium_skin_tone|386|handshake__light_skin_tone__medium_skin_tone
handshake__light_skin_tone__medium-dark_skin_tone|387|handshake__light_skin_tone__medium-dark_skin_tone
handshake__light_skin_tone__dark_skin_tone|388|handshake__light_skin_tone__dark_skin_tone
handshake__medium-light_skin_tone__light_skin_tone|389|handshake__medium-light_skin_tone__light_skin_tone
handshake__medium-light_skin_tone__medium_skin_tone|390|handshake__medium-light_skin_tone__medium_skin_tone
handshake__medium-light_skin_tone__medium-dark_skin_tone|391|handshake__medium-light_skin_tone__medium-dark_skin_tone
handshake__medium-light_skin_tone__dark_skin_tone|392|handshake__medium-light_skin_tone__dark_skin_tone
handshake__medium_skin_tone__light_skin_tone|393|handshake__medium_skin_tone__light_skin_tone
handshake__medium_skin_tone__medium-light_skin_tone|394|handshake__medium_skin_tone__medium-light_skin_tone
handshake__medium_skin_tone__medium-dark_skin_tone|395|handshake__medium_skin_tone__medium-dark_skin_tone
handshake__medium_skin_tone__dark_skin_tone|396|handshake__medium_skin_tone__dark_skin_tone
handshake__medium-dark_skin_tone__light_skin_tone|397|handshake__medium-dark_skin_tone__light_skin_tone
handshake__medium-dark_skin_tone__medium-light_skin_tone|398|handshake__medium-dark_skin_tone__medium-light_skin_tone
handshake__medium-dark_skin_tone__medium_skin_tone|399|handshake__medium-dark_skin_tone__medium_skin_tone
handshake__medium-dark_skin_tone__dark_skin_tone|400|handshake__medium-dark_skin_tone__dark_skin_tone
handshake__dark_skin_tone__light_skin_tone|401|handshake__dark_skin_tone__light_skin_tone
handshake__dark_skin_tone__medium-light_skin_tone|402|handshake__dark_skin_tone__medium-light_skin_tone
handshake__dark_skin_tone__medium_skin_tone|403|handshake__dark_skin_tone__medium_skin_tone
handshake__dark_skin_tone__medium-dark_skin_tone|404|handshake__dark_skin_tone__medium-dark_skin_tone
folded_hands|405|folded_hands
folded_hands__light_skin_tone|406|folded_hands__light_skin_tone
folded_hands__medium-light_skin_tone|407|folded_hands__medium-light_skin_tone
folded_hands__medium_skin_tone|408|folded_hands__medium_skin_tone
folded_hands__medium-dark_skin_tone|409|folded_hands__medium-dark_skin_tone
folded_hands__dark_skin_tone|410|folded_hands__dark_skin_tone
writing_hand|411|writing_hand
writing_hand__light_skin_tone|412|writing_hand__light_skin_tone
writing_hand__medium-light_skin_tone|413|writing_hand__medium-light_skin_tone
writing_hand__medium_skin_tone|414|writing_hand__medium_skin_tone
writing_hand__medium-dark_skin_tone|415|writing_hand__medium-dark_skin_tone
writing_hand__dark_skin_tone|416|writing_hand__dark_skin_tone
nail_polish|417|nail_polish
nail_polish__light_skin_tone|418|nail_polish__light_skin_tone
nail_polish__medium-light_skin_tone|419|nail_polish__medium-light_skin_tone
nail_polish__medium_skin_tone|420|nail_polish__medium_skin_tone
nail_polish__medium-dark_skin_tone|421|nail_polish__medium-dark_skin_tone
nail_polish__dark_skin_tone|422|nail_polish__dark_skin_tone
selfie|423|selfie
selfie__light_skin_tone|424|selfie__light_skin_tone
selfie__medium-light_skin_tone|425|selfie__medium-light_skin_tone
selfie__medium_skin_tone|426|selfie__medium_skin_tone
selfie__medium-dark_skin_tone|427|selfie__medium-dark_skin_tone
selfie__dark_skin_tone|428|selfie__dark_skin_tone
flexed_biceps|429|flexed_biceps
flexed_biceps__light_skin_tone|430|flexed_biceps__light_skin_tone
flexed_biceps__medium-light_skin_tone|431|flexed_biceps__medium-light_skin_tone
flexed_biceps__medium_skin_tone|432|flexed_biceps__medium_skin_tone
flexed_biceps__medium-dark_skin_tone|433|flexed_biceps__medium-dark_skin_tone
flexed_biceps__dark_skin_tone|434|flexed_biceps__dark_skin_tone
mechanical_arm|435|mechanical_arm
mechanical_leg|436|mechanical_leg
leg|437|leg
leg__light_skin_tone|438|leg__light_skin_tone
leg__medium-light_skin_tone|439|leg__medium-light_skin_tone
leg__medium_skin_tone|440|leg__medium_skin_tone
leg__medium-dark_skin_tone|441|leg__medium-dark_skin_tone
leg__dark_skin_tone|442|leg__dark_skin_tone
foot|443|foot
foot__light_skin_tone|444|foot__light_skin_tone
foot__medium-light_skin_tone|445|foot__medium-light_skin_tone
foot__medium_skin_tone|446|foot__medium_skin_tone
foot__medium-dark_skin_tone|447|foot__medium-dark_skin_tone
foot__dark_skin_tone|448|foot__dark_skin_tone
ear|449|ear
ear__light_skin_tone|450|ear__light_skin_tone
ear__medium-light_skin_tone|451|ear__medium-light_skin_tone
ear__medium_skin_tone|452|ear__medium_skin_tone
ear__medium-dark_skin_tone|453|ear__medium-dark_skin_tone
ear__dark_skin_tone|454|ear__dark_skin_tone
ear_with_hearing_aid|455|ear_with_hearing_aid
ear_with_hearing_aid__light_skin_tone|456|ear_with_hearing_aid__light_skin_tone
ear_with_hearing_aid__medium-light_skin_tone|457|ear_with_hearing_aid__medium-light_skin_tone
ear_with_hearing_aid__medium_skin_tone|458|ear_with_hearing_aid__medium_skin_tone
ear_with_hearing_aid__medium-dark_skin_tone|459|ear_with_hearing_aid__medium-dark_skin_tone
ear_with_hearing_aid__dark_skin_tone|460|ear_with_hearing_aid__dark_skin_tone
nose|461|nose
nose__light_skin_tone|462|nose__light_skin_tone
nose__medium-light_skin_tone|463|nose__medium-light_skin_tone
nose__medium_skin_tone|464|nose__medium_skin_tone
nose__medium-dark_skin_tone|465|nose__medium-dark_skin_tone
nose__dark_skin_tone|466|nose__dark_skin_tone
brain|467|brain
anatomical_heart|468|anatomical_heart
lungs|469|lungs
tooth|470|tooth
bone|471|bone
eyes|472|eyes
eye|473|eye
tongue|474|tongue
mouth|475|mouth
biting_lip|476|biting_lip
baby|477|baby
baby__light_skin_tone|478|baby__light_skin_tone
baby__medium-light_skin_tone|479|baby__medium-light_skin_tone
baby__medium_skin_tone|480|baby__medium_skin_tone
baby__medium-dark_skin_tone|481|baby__medium-dark_skin_tone
baby__dark_skin_tone|482|baby__dark_skin_tone
child|483|child
child__light_skin_tone|484|child__light_skin_tone
child__medium-light_skin_tone|485|child__medium-light_skin_tone
child__medium_skin_tone|486|child__medium_skin_tone
child__medium-dark_skin_tone|487|child__medium-dark_skin_tone
child__dark_skin_tone|488|child__dark_skin_tone
boy|489|boy
