[2026-05-07 17:18:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:15:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:15:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:15:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:15:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:15:39] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:34] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:35] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:36] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:19:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:20:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:21:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:21:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:21:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:21:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:21:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:26:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:27:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:43:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:47:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:58:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:07] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 01:59:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:00:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:01:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:30:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:30:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:31:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:37:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:45:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:45:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:45:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:45:34] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:45:34] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:47:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:47:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:47:26] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:47:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:47:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:31] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:52:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 02:54:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:20:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:20:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:20:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:20:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:23:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:23:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:23:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:26:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:33:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:34:44] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:34:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:34:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 03:34:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:17:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:17:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:17:12] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:21:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:21:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:21:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:01] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:22:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:19] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:27] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:38] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:40] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:24:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:08] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:38] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:43] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:25:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:26:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:26:08] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:26:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:26:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:12] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:18] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:29] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:41] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:42] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:42] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:42] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:45:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:05] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:06] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:46:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:53:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:53:58] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:53:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:53:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:25] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:32] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-10 07:54:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 03:58:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 03:59:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 03:59:09] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 03:59:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 03:59:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 14:57:46] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 14:57:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 14:57:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 14:57:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 14:57:51] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:01:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:01:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:45] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:47] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:22:56] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:48] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:52] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:28:55] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:11] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:13] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:20] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:21] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-11 15:37:22] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:44:33] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:44:34] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:44:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:44:57] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:45:14] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:45:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:45:15] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:45:59] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:23] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:24] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:53] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:46:54] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:55:49] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:55:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:55:50] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:00] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:02] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:16] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 00:56:17] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 01:14:03] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 01:14:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 01:14:04] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 01:14:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-12 01:14:10] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-13 07:52:28] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-13 07:52:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-13 07:52:30] FrameRendered: from current_frame.txt | Source: renderer
[2026-05-13 07:52:51] FrameRendered: from current_frame.txt | Source: renderer
